-100	1	1	G1	-2	(1/(G1+sC3+G2))	2	G2	-5	(1/(sC2+G2))	5	(1/(1+A))	6	1	100
-100	1	1	sC1	-4	(1/(sC1+G3+sC2))	4	sC2	-5	(1/(sC2+G2))	5	(1/(1+A))	6	1	100
