-2	(1/(G1+G2+sC3+sC4))	2	sC3	-3	(1/(sC3+G5))	3	OP-	4	sC4	-2
-2	(1/(G1+G2+sC3+sC4))	2	sC3	-3	(1/(sC3+G5))	3	sC3	-2
-3	(1/(sC3+G5))	3	OP-	4	G5	-3
