id	label	source	weight	destination
e001	1	-100	1	1
e002	(1/(sC3+G5))	-3	(1/(sC3+G5))	3
e003	(1/(G1+G2+sC3+sC4))	-2	(1/(G1+G2+sC3+sC4))	2
e004	G1	1	G1	-2
e005	sC3	2	sC3	-3
e006	sC3	3	sC3	-2
e007	OP-	3	OP-	4
e008	1	4	1	100
e009	G5	4	G5	-3
e010	sC4	4	sC4	-2
