-12.000000_S2	(1/(+C1+C2))	12.000000_S2	OP-	16.000000_S2	C2	-12.000000_S2
-8.000000_S1	(1/(+C2))	8.000000_S1	OP-	48.000000_S1	C2	-8.000000_S1
-12.000000_S2	(1/(+C1+C2))	12.000000_S2	OP-	16.000000_S2	-z^-1C2	-8.000000_S1	(1/(+C2))	8.000000_S1	OP-	48.000000_S1	-z^-1C2	-12.000000_S2
-12.000000_S2	(1/(+C1+C2))	12.000000_S2	OP-	16.000000_S2	-z^-1C2	-8.000000_S1	(1/(+C2))	8.000000_S1	z^-1C2	-12.000000_S2
-12.000000_S2	(1/(+C1+C2))	12.000000_S2	z^-1C2	-8.000000_S1	(1/(+C2))	8.000000_S1	z^-1C2	-12.000000_S2
