(1/(+C3+C2+C1+C0))	OP-	alternatives[C3 | C0]
(1/(+C3+C2+C1+C0))	OP-	alternatives[C3 | C0]
(1/(+C1+C0))	OP-	C0
(1/(+C3+C2+C1+C0))	OP-	-z^-1C0	(1/(+C1+C0))	OP-	-z^-1C0
(1/(+C3+C2+C1+C0))	OP-	-z^-1C0	(1/(+C1+C0))	alternatives[z^-1C1 | z^-1C0]
(1/(+C3+C2+C1+C0))	alternatives[z^-1C1 | z^-1C0]	(1/(+C1+C0))	alternatives[z^-1C1 | z^-1C0]
(1/(+C3+C2+C1+C0))	OP-	alternatives[C3 | C0]
