5	13	10	34	11	36	9	32
5	12	15	10	34	11	36	9	32
5	13	10	34	11	36	9	31	28
5	12	15	10	34	11	36	9	31	28
5	13	10	34	11	35	17	9	32
5	12	15	10	34	11	35	17	9	32
5	13	10	34	11	35	17	9	31	28
5	12	15	10	34	11	35	17	9	31	28
5	13	10	33	20	11	36	9	32
5	12	15	10	33	20	11	36	9	32
5	13	10	33	20	11	36	9	31	28
5	12	15	10	33	20	11	36	9	31	28
5	13	10	33	20	11	35	17	9	32
5	12	15	10	33	20	11	35	17	9	32
5	13	10	33	20	11	35	17	9	31	28
5	12	15	10	33	20	11	35	17	9	31	28
10	33	18
11	35	16
9	31	27
5	12	14
