-12.000000_S2	12.000000_S2	16.000000_S2
-8.000000_S3	8.000000_S3	20.000000_S3
-12.000000_S2	12.000000_S2	16.000000_S2	-8.000000_S3	8.000000_S3	20.000000_S3	-8.000000_S4	8.000000_S4	16.000000_S4	-8.000000_S1	8.000000_S1	48.000000_S1
-12.000000_S2	12.000000_S2	16.000000_S2	-8.000000_S3	8.000000_S3	20.000000_S3	-8.000000_S4	8.000000_S4	16.000000_S4	-8.000000_S1	8.000000_S1
-12.000000_S2	12.000000_S2	16.000000_S2	-8.000000_S3	8.000000_S3	20.000000_S3	-8.000000_S4	8.000000_S4	-8.000000_S1	8.000000_S1
-12.000000_S2	12.000000_S2	16.000000_S2	-8.000000_S3	8.000000_S3	-8.000000_S4	8.000000_S4	-8.000000_S1	8.000000_S1
-12.000000_S2	12.000000_S2	-8.000000_S3	8.000000_S3	-8.000000_S4	8.000000_S4	-8.000000_S1	8.000000_S1
