1	9	6	31	34	5	20	26
1	9	6	31	34	5	20	30	4	15	23
1	9	6	31	34	5	21	4	15	23
1	9	6	31	34	5	22	4	15	23
1	10	5	20	26
1	11	5	20	26
1	10	5	20	30	4	15	23
1	11	5	20	30	4	15	23
1	10	5	21	4	15	23
1	10	5	22	4	15	23
1	11	5	21	4	15	23
1	11	5	22	4	15	23
1	12	4	15	23
1	12	4	15	25	5	20	26
1	12	4	16	5	20	26
1	12	4	17	5	20	26
2	13	4	15	23
2	13	4	15	25	5	20	26
2	13	4	16	5	20	26
2	13	4	17	5	20	26
2	14	5	20	26
2	14	5	20	30	4	15	23
2	14	5	21	4	15	23
2	14	5	22	4	15	23
