1	18	6	23	3	16	2	12	4	20	10	31
1	18	6	23	3	16	2	13	7	26	5	22	8	28	10	31
1	18	6	23	3	16	2	14	8	28	10	31
1	18	6	23	3	16	2	15	10	31
1	18	6	23	3	17	4	20	10	31
1	18	6	24	5	21	3	16	2	12	4	20	10	31
1	18	6	24	5	21	3	16	2	14	8	28	10	31
1	18	6	24	5	21	3	16	2	15	10	31
1	18	6	24	5	21	3	17	4	20	10	31
1	18	6	24	5	22	8	27	2	11	3	17	4	20	10	31
1	18	6	24	5	22	8	27	2	12	4	20	10	31
1	18	6	24	5	22	8	27	2	15	10	31
1	18	6	24	5	22	8	28	10	31
1	19	9	29	5	21	3	16	2	12	4	20	10	31
1	19	9	29	5	21	3	16	2	14	8	28	10	31
1	19	9	29	5	21	3	16	2	15	10	31
1	19	9	29	5	21	3	17	4	20	10	31
1	19	9	29	5	22	8	27	2	11	3	17	4	20	10	31
1	19	9	29	5	22	8	27	2	12	4	20	10	31
1	19	9	29	5	22	8	27	2	15	10	31
1	19	9	29	5	22	8	28	10	31
1	19	9	30	8	27	2	11	3	17	4	20	10	31
1	19	9	30	8	27	2	12	4	20	10	31
1	19	9	30	8	27	2	13	7	26	5	21	3	17	4	20	10	31
1	19	9	30	8	27	2	15	10	31
1	19	9	30	8	28	10	31
