5	22	8	27	10	33	14	41
3	16	5	22	8	27	10	31	6	23
3	16	5	22	8	26	6	23
3	16	5	21	6	23
8	27	10	32
10	33	14	42
12	36	15	44
4	20	12	36	15	43
4	19	7	25	12	36	15	43
4	19	7	24	9	29	12	36	15	43
3	18	15	44	12	35
3	18	15	43	4	20	12	35
3	18	15	43	4	19	7	25	12	35
3	18	15	43	4	19	7	24	9	29	12	35
3	17	6	23
9	30	13	40
4	19	7	24	9	30	13	39
7	24	9	28
