3	15	6	24
5	23	13	36	12	34	8	28	7	26	9	30
5	22	12	34	8	28	7	26	9	30
5	21	10	32	13	36	12	34	8	28	7	26	9	30
4	18	12	34	8	28	7	25
2	14	5	21	10	31
2	14	5	20
8	29	12	34
4	18	12	34	8	27
