1	19	8	27	4	18	12	35
1	19	8	28	7	25	4	18	12	35
1	19	8	28	7	26	9	30	5	21	10	32	13	36	12	35
1	19	8	28	7	26	9	30	5	22	12	35
1	19	8	28	7	26	9	30	5	23	13	36	12	35
1	19	8	29	12	35
