id	label	source	weight	destination
e001	1	-100	1	1
e002	(1/(G5+G6))	-6	(1/(G5+G6))	6
e003	(1/(G4+sC2))	-4	(1/(G4+sC2))	4
e004	(1/(G1+G2+G3+sC1))	-2	(1/(G1+G2+G3+sC1))	2
e005	G1	1	G1	-2
e006	OP-	2	OP-	3
e007	G3	3	G3	-2
e008	sC1	3	sC1	-2
e009	G4	3	G4	-4
e010	OP-	4	OP-	5
e011	sC2	5	sC2	-4
e012	G5	5	G5	-6
e013	OP-	6	OP-	7
e014	1	7	1	100
e015	G2	7	G2	-2
e016	G6	7	G6	-6
