-2	(1/(sC2+G6+G2+G4))	2	G6	-3	(1/(G6+sC1+G1))	3	G6	-2
-3	(1/(G6+sC1+G1))	3	OP-	5	sC1	-3
-2	(1/(sC2+G6+G2+G4))	2	G6	-3	(1/(G6+sC1+G1))	3	OP-	5	G4	-2
